LF1|LF2|Synonym
alternative|substitute|Y
alternatives|substitute|Y
altitudes|altitude|Y
altruisms|altruism|Y
alveolalgias|alveolalgia|Y
alveolectomy|alveolectomies|Y
alveoloplasty|alveoloplasties|Y
alveolus|alveoli|Y
alzheimers|alzheimer|Y
amalgams|amalgam|Y
amanitins|amanitin|Y
amaurosis|amauroses|Y
ambazone|ambazon|Y
ambidexterity|ambidexterities|Y
amblyopias|amblyopia|Y
ambulances|ambulance|Y
ambulations|ambulation|Y
ambystomas|ambystoma|Y
ameba|amebiases|Y
amebiasis|amebiases|Y
amebomas|ameboma|Y
amelias|amelia|Y
ameloblastomas|ameloblastoma|Y
ameloblasts|ameloblast|Y
amelogenesis|amelogeneses|Y
amendments|amendment|Y
amenorrheas|amenorrhea|Y
amenorrheic|amenorrhea|Y
americans|american|Y
amerinds|amerind|Y
ametropias|ametropia|Y
amidases|amidase|Y
amide|amid|Y
amides|amid|Y
amidines|amidine|Y
amidinotransferases|amidinotransferase|Y
amidohydrolases|amidohydrolase|Y
amiflamine|amiflamin|Y
aminations|amination|Y
amineptine|amineptin|Y
amines|amine|Y
aminoacidurias|aminoaciduria|Y
aminoacridines|aminoacridine|Y
aminobutyric|aminobutyrate|Y
aminoethanols|aminoethanol|Y
aminoglutaric|aminoglutarate|Y
aminoglycosides|aminoglycoside|Y
aminohydrolases|aminohydrolase|Y
aminomethylphosphonic|aminomethylphosphonate|Y
aminopeptidases|aminopeptidase|Y
aminophenols|aminophenol|Y
aminopropanols|aminopropanol|Y
aminopropionic|aminopropionate|Y
aminopropylone|aminopropylon|Y
aminopyridines|aminopyridine|Y
aminoquinolines|aminoquinoline|Y
aminosalicylic|aminosalicylate|Y
aminotransferases|aminotransferase|Y
ammotherapy|ammotherapies|Y
amnesias|amnesia|Y
amnestic|amnesic|Y
amniocentesis|amniocenteses|Y
amnionitis|amnionitides|Y
amnions|amnion|Y
amnioscopy|amnioscopies|Y
amopyroquine|amopyroquin|Y
amphetamines|amphetamine|Y
amphibias|amphibia|Y
amphiumas|amphiuma|Y
ampholines|ampholine|Y
ampholytes|ampholyte|Y
amplifications|amplification|Y
amplifiers|amplifier|Y
ampullas|ampulla|Y
amputations|amputation|Y
amputees|amputee|Y
amygdalas|amygdala|Y
amylases|amylase|Y
amylodextrins|amylodextrin|Y
amyloidosis|amyloidoses|Y
amylopectinosis|amylopectinoses|Y
anaerobiosis|anaerobioses|Y
anal|ani|Y
analgesias|analgesia|Y
analgesics|analgesic|Y
analogs|analog|Y
analogue|analog|Y
analyses|analyse|Y
analysis|analyse|Y
analyzers|analyzer|Y
anaphases|anaphase|Y
anaphylatoxins|anaphylatoxin|Y
anaphylaxis|anaphylaxes|Y
anaplasias|anaplasia|Y
anaplasmosis|anaplasmoses|Y
anastomosis|anastomoses|Y
ancylostomiasis|ancylostomiases|Y
andersens|andersen|Y
androgens|androgen|Y
androstadiene|androstadien|Y
androstadienes|androstadien|Y
androstane|androstan|Y
androstanes|androstan|Y
androstatrienes|androstatriene|Y
androstene|androsten|Y
androstenediols|androstenediol|Y
androstenes|androsten|Y
anecdotes|anecdote|Y
anemias|anemia|Y
anemic|anemia|Y
anemometers|anemometer|Y
anemone|anemona|Y
anemones|anemona|Y
anencephaly|anencephalies|Y
anesthesias|anesthesia|Y
anesthesiology|anesthesiologies|Y
anesthetics|anesthetic|Y
anesthetists|anesthetist|Y
anesthia|anesthesia|Y
aneuploidy|aneuploidies|Y
aneurysms|aneurysm|Y
angeles|angel|Y
anger|hostilities|Y
angers|hostilities|Y
angiitis|angiitides|Y
anginas|angina|Y
angiocardiography|angiocardiographies|Y
angioedemas|angioedema|Y
angiogenesis|angiogeneses|Y
angiography|angiographies|Y
angiohemophilias|angiohemophilia|Y
angiokeratomas|angiokeratoma|Y
angiomas|angioma|Y
angiomatosis|angiomatoses|Y
angiopathy|angiopathies|Y
angioplasty|angioplasties|Y
angiosarcomas|angiosarcoma|Y
angiotensins|angiotensin|Y
angles|angle|Y
anguillas|anguilla|Y
anguilluliasis|anguilluliases|Y
anhidrosis|anhidroses|Y
anhydrides|anhydride|Y
anilides|anilide|Y
animals|animal|Y
anions|anion|Y
aniridias|aniridia|Y
aniseikonias|aniseikonia|Y
anisocorias|anisocoria|Y
anisoles|anisole|Y
anisometropias|anisometropia|Y
ankles|ankle|Y
ankylosis|ankyloses|Y
annelidas|annelida|Y
anniversary|anniversaries|Y
anodes|anode|Y
anodontias|anodontia|Y
anomaly|anomalies|Y
anomias|anomia|Y
anomies|anomie|Y
anonyms|anonym|Y
anopheles|anophele|Y
anophthalmias|anophthalmia|Y
anopluras|anoplura|Y
anorexias|anorexia|Y
anos|ano|Y
anosmias|anosmia|Y
anovas|anova|Y
anovulations|anovulation|Y
anoxemias|anoxemia|Y
anoxias|anoxia|Y
antacids|antacid|Y
antagonism|block|Y
antagonisms|block|Y
antagonist|block|Y
antagonists|block|Y
antelopes|antelope|Y
antelopines|antelopine|Y
anthocyanins|anthocyanin|Y
anthonys|anthony|Y
anthracenes|anthracene|Y
anthracosilicosis|anthracosilicoses|Y
anthraquinones|anthraquinone|Y
anthraxs|anthrax|Y
anthropoids|anthropoid|Y
anthropology|anthropologies|Y
anthroposophy|anthroposophies|Y
antibiosis|antibioses|Y
antibiotics|antibiotic|Y
antibody|antibodies|Y
anticholesterol|anticholesteremic|Y
anticoagulants|anticoagulant|Y
anticonvulsants|anticonvulsant|Y
antidotes|antidote|Y
antiemetics|antiemetic|Y
antifungus|antifungal|Y
antigens|antigen|Y
antiglobulins|antiglobulin|Y
antihemorrhagics|antihemorrhagic|Y
antilipemic|anticholesteremic|Y
antimetabolites|antimetabolite|Y
antineoplastics|antineoplastic|Y
antineoplastons|antineoplaston|Y
antiplasmins|antiplasmin|Y
antiporters|antiporter|Y
antiproteases|antiprotease|Y
antiseizure|anticonvulsant|Y
antisepsis|antisepses|Y
antiseptics|antiseptic|Y
antithrombins|antithrombin|Y
antitoxins|antitoxin|Y
antivirus|antiviral|Y
antlers|antler|Y
antrums|antrum|Y
ants|ant|Y
anurias|anuria|Y
anus|ani|Y
anxieties|worried|Y
anxiety|worried|Y
anxious|worried|Y
aortas|aorta|Y
aortic|aorta|Y
aortitis|aortitides|Y
aortography|aortographies|Y
apatites|apatite|Y
apes|ape|Y
aphakias|aphakia|Y
aphanipteras|aphaniptera|Y
aphasias|aphasia|Y
apheresis|aphereses|Y
aphids|aphid|Y
aphonias|aphonia|Y
aphorisms|aphorism|Y
apices|apex|Y
apicoectomy|apicoectomies|Y
aplasias|aplasia|Y
aplysias|aplysia|Y
apneas|apnea|Y
apolipoproteins|apolipoprotein|Y
apoplexy|apoplexies|Y
apoproteins|apoprotein|Y
appendectomy|appendectomies|Y
appendiceal|appendices|Y
appendicectomy|appendectomies|Y
appendicitis|appendicitides|Y
appendicular|appendices|Y
appendix|appendices|Y
appetites|appetite|Y
apples|apple|Y
appliances|appliance|Y
applicants|applicant|Y
applications|application|Y
appointments|appointment|Y
apportionments|apportionment|Y
appraisals|appraisal|Y
approval|acceptance|Y
apraxias|apraxia|Y
apricots|apricot|Y
aptitude|abilities|Y
aptitudes|abilities|Y
apudomas|apudoma|Y
aqueducts|aqueduct|Y
aquomethemoglobins|aquomethemoglobin|Y
arachis|arachi|Y
arachnida|arachnid|Y
arachnidas|arachnid|Y
arachnodactyly|arachnodactylies|Y
arachnoiditis|arachnoiditides|Y
arachnoids|arachnoid|Y
arboviruses|arbovirus|Y
arc|aid|Y
archaeology|archaeologies|Y
archenterons|archenteron|Y
arches|arch|Y
architectures|architecture|Y
archives|archive|Y
archs|arch|Y
arcus|arcu|Y
areas|area|Y
areatas|areata|Y
arenarums|arenarum|Y
arenaviruses|arenavirus|Y
argentaffinomas|argentaffinoma|Y
arginyl|arginine|Y
argyrias|argyria|Y
arhinencephaly|arhinencephalies|Y
armadillos|armadillo|Y
arms|arm|Y
aroclors|aroclor|Y
arousals|arousal|Y
arrests|arrest|Y
arrhenoblastomas|arrhenoblastoma|Y
arrhythmias|arrhythmia|Y
arrythmia|arrhythmia|Y
arrythmias|arrhythmia|Y
arsenates|arsenate|Y
arsenicals|arsenical|Y
arsons|arson|Y
artemias|artemia|Y
artemisinine|artemisinin|Y
arteriography|arteriographies|Y
arterioles|arteriole|Y
arteriosclerosis|arterioscleroses|Y
arteritis|arteritides|Y
artery|arteries|Y
arthralgias|arthralgia|Y
arthritides|arthriti|Y
arthritis|arthriti|Y
arthrodesis|arthrodeses|Y
arthrography|arthrographies|Y
arthrogryposis|arthrogryposes|Y
arthromyodysplasias|arthromyodysplasia|Y
arthropathicas|arthropathica|Y
arthroplasty|arthroplasties|Y
arthropods|arthropod|Y
arthroscopy|arthroscopies|Y
articaine|articain|Y
articles|article|Y
articulators|articulator|Y
artiodactylas|artiodactyla|Y
arts|art|Y
arylamidases|arylamidase|Y
arylsulfatases|arylsulfatase|Y
asa|aspirin|Y
asbestosis|asbestoses|Y
ascariasis|ascariases|Y
ascaridiasis|ascaridiases|Y
ascites|ascite|Y
ascorbic|ascorbate|Y
asepsis|asepses|Y
asialias|asialia|Y
asialoglycoproteins|asialoglycoprotein|Y
asians|asian|Y
asparaginyl|asparagine|Y
aspartic|aspartate|Y
aspartyl|aspartate|Y
aspartylaminomethylphosphonic|aspartylaminomethylphosphonate|Y
aspartylhydroxamic|aspartylhydroxamate|Y
aspects|aspect|Y
aspergillosis|aspergilloses|Y
asphyxias|asphyxia|Y
aspiculariasis|aspiculariases|Y
aspirations|aspiration|Y
aspirators|aspirator|Y
assays|assay|Y
assertivenesses|assertiveness|Y
assessment|appraisal|Y
assessments|appraisal|Y
assignments|assignment|Y
assimilations|assimilation|Y
assistance|aid|Y
assistances|aid|Y
assistant|aide|Y
assistants|aide|Y
associated|relat|Y
associations|association|Y
astaxanthine|astaxanthin|Y
asthenias|asthenia|Y
asthenopias|asthenopia|Y
asthmas|asthma|Y
asthmatic|asthma|Y
astigmatisms|astigmatism|Y
astrocytes|astrocyte|Y
astrocytomas|astrocytoma|Y
astrology|astrologies|Y
astronomy|astronomies|Y
astroviruses|astrovirus|Y
asymmetry|asymmetries|Y
asynchrony|asynchronies|Y
asystoles|asystole|Y
ataxias|ataxia|Y
atelectases|collaps|Y
atelectasis|collaps|Y
ateles|atele|Y
atheromas|atheroma|Y
atherosclerosis|atheroscleroses|Y
athetosis|athetoses|Y
athletes|athlete|Y
athletics|athletic|Y
atlas|atla|Y
atlases|atla|Y
atlvs|atlv|Y
atmospheres|atmosphere|Y
atomizers|atomizer|Y
atonic|atonia|Y
atony|atonia|Y
atresias|atresia|Y
atriopeptins|atriopeptin|Y
atrium|atrial|Y
atriums|atrial|Y
atrocity|atrocities|Y
atrophy|atrophies|Y
attachments|attachment|Y
attacks|attack|Y
attendants|attendant|Y
attentions|attention|Y
attenuators|attenuator|Y
attitudes|attitude|Y
attractants|attractant|Y
attritions|attrition|Y
audioanalgesias|audioanalgesia|Y
audiology|audiologies|Y
audiometry|audiometries|Y
audiotapes|audiotape|Y
auditory|acoustic|Y
audits|audit|Y
auerbachs|auerbach|Y
augmentations|augmentation|Y
aujeszkys|aujeszky|Y
aural|acoustic|Y
auricle|atrial|Y
auricular|atrial|Y
aurovertins|aurovertin|Y
auscultations|auscultation|Y
australorbis|australorbi|Y
authoritarianisms|authoritarianism|Y
authorships|authorship|Y
autisms|autism|Y
autoanalysis|autoanalyses|Y
autoantibody|autoantibodies|Y
autoantigens|autoantigen|Y
autobiography|autobiographies|Y
autocratic|authoritarianism|Y
autografts|autograft|Y
autoimmunity|autoimmunities|Y
autolysis|autolyses|Y
automations|automation|Y
automatisms|automatism|Y
automobiles|automobile|Y
autophagocytosis|autophagocytoses|Y
autopsy|autopsies|Y
autoradiography|autoradiographies|Y
autoregulations|autoregulation|Y
autosuggestions|autosuggestion|Y
autotransfusions|autotransfusion|Y
autotransplants|autotransplant|Y
auxiliary|auxiliaries|Y
auxins|auxin|Y
av|atrioventricular|Y
availability|availabilities|Y
avermectins|avermectin|Y
aviation|aerospace|Y
aviations|aerospace|Y
avidity|avidities|Y
avitaminosis|avitaminoses|Y
aviums|avium|Y
avulsions|avulsion|Y
awards|award|Y
awarenesses|awareness|Y
axenomycins|axenomycin|Y
axi|axes|Y
axillas|axilla|Y
axiom|aphorism|Y
axis|axes|Y
axolotls|axolotl|Y
axons|axon|Y
ayerzas|ayerza|Y
azepine|azepin|Y
azepines|azepin|Y
azetidines|azetidine|Y
azides|azide|Y
azidoanilide|azidoanilidate|Y
azidobenzoyllysyl|azidobenzoyllysine|Y
azidophenylalanyl|azidophenylalanine|Y
aziridines|aziridine|Y
azocarmine|azocarmin|Y
azocines|azocine|Y
azoospermias|azoospermia|Y
azosemide|azosemid|Y
azotemias|azotemia|Y
babesiasis|babesiases|Y
babesiosis|babesioses|Y
babies|baby|Y
baboons|baboon|Y
bacillomycine|bacillomycin|Y
bacillus|bacilli|Y
backaches|backache|Y
backgrounds|background|Y
backpain|backache|Y
backs|back|Y
bacteremias|bacteremia|Y
bacteria|bacilli|Y
bacterial|bacillary|Y
bacteriochlorophylls|bacteriochlorophyll|Y
bacteriocins|bacteriocin|Y
bacteriological|microbiol|Y
bacteriologies|microbiol|Y
bacteriology|microbiol|Y
bacteriolysis|bacteriolyses|Y
bacteriophages|bacteriophage|Y
bacterium|bacilli|Y
bacteriurias|bacteriuria|Y
baculoviruses|baculovirus|Y
badges|badge|Y
badmintons|badminton|Y
bagassosis|bagassoses|Y
bahamas|bahama|Y
bakers|baker|Y
balance|equilibria|Y
balances|equilibria|Y
balanitis|balanitides|Y
balantidiasis|balantidiases|Y
balding|alopecia|Y
baldnesses|baldness|Y
ballistics|ballistic|Y
ballistocardiography|ballistocardiographies|Y
balloons|balloon|Y
balls|ball|Y
balneotherapy|balneotherapies|Y
balos|balo|Y
balsams|balsam|Y
bananas|banana|Y
bandages|bandage|Y
bandicotas|bandicota|Y
bandings|banding|Y
bands|band|Y
bangings|banging|Y
bangs|bang|Y
bankruptcy|bankruptcies|Y
banks|bank|Y
barberings|barbering|Y
barbiturates|barbiturate|Y
bargainings|bargaining|Y
barleys|barley|Y
barlows|barlow|Y
barnacles|barnacle|Y
baroreceptors|baroreceptor|Y
barotraumas|barotrauma|Y
barretts|barrett|Y
barriers|barrier|Y
barts|bart|Y
bartters|bartter|Y
barucainide|barucainid|Y
baryons|baryon|Y
basalis|basali|Y
baseballs|baseball|Y
basedows|basedow|Y
bases|base|Y
basketballs|basketball|Y
basophils|basophil|Y
basses|bass|Y
baths|bath|Y
batrachotoxins|batrachotoxin|Y
batridene|batriden|Y
bats|bat|Y
battery|batteries|Y
beache|beach|Y
beaches|beach|Y
beaks|beak|Y
beans|bean|Y
bears|bear|Y
beats|beat|Y
beauty|beauties|Y
beavers|beaver|Y
bechterews|bechterew|Y
bedbugs|bedbug|Y
beddings|bedding|Y
beds|bed|Y
bedsores|bedsore|Y
beers|beer|Y
bees|bee|Y
beetles|beetle|Y
behaviorisms|behaviorism|Y
behaviors|behavior|Y
behcets|behcet|Y
bejels|bejel|Y
belchings|belching|Y
beliefs|belief|Y
bells|bell|Y
belly|abdomen|Y
belts|belt|Y
beneficences|beneficence|Y
benefits|benefit|Y
benorylate|benorilate|Y
bentazone|bentazon|Y
benzaldehydes|benzaldehyde|Y
benzamides|benzamide|Y
benzamidines|benzamidine|Y
benzanthracenes|benzanthracene|Y
benzarone|benzaron|Y
benzazepines|benzazepine|Y
benzbromarone|benzbromaron|Y
benzidines|benzidine|Y
benzilates|benzilate|Y
benzimidazole|benzimidazol|Y
benzimidazoles|benzimidazol|Y
benzoates|benzoate|Y
benzocycloheptenes|benzocyclohepten|Y
benzodiazepine|benzodiazepin|Y
benzodiazepines|benzodiazepin|Y
benzofurans|benzofuran|Y
benzomorphans|benzomorphan|Y
benzophenones|benzophenone|Y
benzopyrans|benzopyran|Y
benzopyrenes|benzopyrene|Y
benzothiadiazines|benzothiadiazine|Y
benzotripte|benzotript|Y
benzpyrene|benzopyrene|Y
benzydamine|benzidamine|Y
benzylamines|benzylamine|Y
beospirs|beospir|Y
berbines|berbine|Y
bergers|berger|Y
beriberus|beriberi|Y
bernards|bernard|Y
berotek|berotec|Y
berry|berries|Y
bertielliasis|bertielliases|Y
berylliosis|beryllioses|Y
besnoitiasis|besnoitiases|Y
betas|beta|Y
betatrons|betatron|Y
beverages|beverage|Y
bezoars|bezoar|Y
biases|bias|Y
bibenzyls|bibenzyl|Y
bibles|bible|Y
bibliography|bibliographies|Y
bibliometrics|bibliometric|Y
bibliotherapies|bibliother|Y
bibliotherapy|bibliother|Y
bicarbonates|bicarbonate|Y
bicarphene|bicarphen|Y
bicuspids|bicuspid|Y
bicycle|cycl|Y
bicyclings|bicycling|Y
biddings|bidding|Y
bifidas|bifida|Y
bigeminas|bigemina|Y
biguanides|biguanide|Y
bikes|bike|Y
bilayers|bilayer|Y
biles|bile|Y
bilharziasis|bilharziases|Y
biliary|bile|Y
bilirubinemias|bilirubinemia|Y
biliverdine|biliverdin|Y
bill|act|Y
binazine|binazin|Y
binding|binder|Y
bindings|binder|Y
bioassays|bioassay|Y
bioavailability|bioavailabilities|Y
biobibliography|biobibliographies|Y
biochemical|biochem|Y
biochemistry|biochem|Y
biodegradations|biodegradation|Y
bioenergetics|bioenergetic|Y
bioequivalences|bioequivalence|Y
bioethic|ethic|Y
bioethics|ethic|Y
biogenesis|biogeneses|Y
biography|biographies|Y
bioinorganic|bioinorg|Y
biologic|biol|Y
biological|biol|Y
biologics|biol|Y
biomasses|biomass|Y
biomechanics|biomechanic|Y
biomed|med|Y
biomedical|med|Y
biomphalarias|biomphalaria|Y
bionators|bionator|Y
bioperiodicity|bioperiodicities|Y
biopharmaceutics|biopharmaceutic|Y
biophysic|physic|Y
biophysics|physic|Y
bioprobes|bioprobe|Y
bioprostheses|prosthese|Y
bioprosthesis|prosthese|Y
biopsy|biopsies|Y
biorhythms|biorhythm|Y
biosensors|biosensor|Y
biostatist|statist|Y
biostatistics|statist|Y
biosynthetic|biosyn|Y
biotechnologies|technologies|Y
biotechnology|technologies|Y
biotinylated|biotinyl|Y
biotransformations|biotransformation|Y
biperidene|biperiden|Y
biphenylamines|biphenylamine|Y
bipolar|bipol|Y
bird|avian|Y
birds|avian|Y
birefractions|birefraction|Y
birefringences|birefringence|Y
birth|congen|Y
births|congen|Y
bisons|bison|Y
bisphosphatas|bisphosphata|Y
bisphosphatase|bisphosphata|Y
bisphosphoglycerates|bisphosphoglycerate|Y
bisphosphonates|bisphosphonate|Y
bisulfites|bisulfite|Y
bites|bite|Y
blackfly|blackflies|Y
blackness|black|Y
blacks|black|Y
bladders|bladder|Y
blastocysts|blastocyst|Y
blastocytes|blastocyte|Y
blastoderms|blastoderm|Y
blastogenesis|blastogeneses|Y
blastomeres|blastomere|Y
blastomycosis|blastomycoses|Y
blastopores|blastopore|Y
blasts|blast|Y
blastulas|blastula|Y
bleachings|bleaching|Y
blebs|bleb|Y
bleedings|bleeding|Y
bleeds|bleed|Y
blennorrhagicas|blennorrhagica|Y
blennorrheas|blennorrhea|Y
bleomycins|bleomycin|Y
blepharitis|blepharitides|Y
blepharoptosis|blepharoptoses|Y
blepharospasms|blepharospasm|Y
blindness|amauroses|Y
blinkings|blinking|Y
blisters|blister|Y
blockaders|block|Y
blocker|block|Y
blockers|block|Y
blocking|block|Y
blocks|block|Y
bloodlettings|bloodletting|Y
bloods|blood|Y
blooms|bloom|Y
blotting|blot|Y
blottings|blot|Y
bluecombs|bluecomb|Y
bluegills|bluegill|Y
blurring|blurred|Y
blushings|blushing|Y
boards|board|Y
body|bodies|Y
boecks|boeck|Y
bogaerts|bogaert|Y
boil|furunculoses|Y
boils|furunculoses|Y
bondings|bonding|Y
bonds|bond|Y
bones|bone|Y
bookbindings|bookbinding|Y
bookplates|bookplate|Y
books|book|Y
booksellers|bookseller|Y
booksellings|bookselling|Y
booms|boom|Y
boranes|borane|Y
borates|borate|Y
borders|border|Y
boredoms|boredom|Y
borne|transm|Y
borohydrides|borohydride|Y
botanical|botanic|Y
bouillauds|bouillaud|Y
bournevilles|bourneville|Y
bowens|bowen|Y
bows|bow|Y
boxes|box|Y
boxings|boxing|Y
boxs|box|Y
braces|brace|Y
brachiopodas|brachiopoda|Y
brachydanios|brachydanio|Y
brachytherapies|brachyther|Y
brachytherapy|brachyther|Y
bradyarrhythmias|bradyarrhythmia|Y
bradycardias|bradycardia|Y
brain|cereb|Y
brains|cereb|Y
brainwashings|brainwashing|Y
branchiomas|branchioma|Y
brans|bran|Y
braziliensis|brasiliensis|Y
breads|bread|Y
breaks|break|Y
breasts|breast|Y
breathing|resp|Y
breathings|resp|Y
breeders|breeder|Y
